Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /v1/chat/completions,71,0,1800.0,1762.8594464788196,1497.6310000001831,4075.511999999435,298.0,0.7936771679628649,0.0,1800,1800,1800,1800,1800,1900,2900,4100,4100,4100,4100
,Aggregated,71,0,1800.0,1762.8594464788196,1497.6310000001831,4075.511999999435,298.0,0.7936771679628649,0.0,1800,1800,1800,1800,1800,1900,2900,4100,4100,4100,4100
