Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/models (startup check),2,0,154.67940000235103,162.09955000158516,154.67940000235103,169.51970000081928,243.0,0.04602129784588426,0.0,170,170,170,170,170,170,170,170,170,170,170
POST,POST /v1/chat/completions,25,0,1500.0,1486.4216520001355,1452.9972999989695,1558.70010000217,298.0,0.5752662230735534,0.0,1500,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600
,Aggregated,27,0,1500.0,1388.3237185187613,154.67940000235103,1558.70010000217,293.9259259259259,0.6212875209194376,0.0,1500,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600
