family,scenario_id,label,status,summary_source,sample_count,replicas,unsupported_replicas,unsupported_evidence_kinds,request_count_mean,request_count_min,request_count_max,request_count_cv_percent,failure_count_mean,failure_count_min,failure_count_max,failure_count_cv_percent,mean_response_time_ms_mean,mean_response_time_ms_min,mean_response_time_ms_max,mean_response_time_ms_cv_percent,p50_response_time_ms_mean,p50_response_time_ms_min,p50_response_time_ms_max,p50_response_time_ms_cv_percent,p95_response_time_ms_mean,p95_response_time_ms_min,p95_response_time_ms_max,p95_response_time_ms_cv_percent,p99_response_time_ms_mean,p99_response_time_ms_min,p99_response_time_ms_max,p99_response_time_ms_cv_percent,throughput_rps_mean,throughput_rps_min,throughput_rps_max,throughput_rps_cv_percent,max_node_cpu_percent_mean,max_node_memory_percent_mean,max_pod_cpu_millicores_mean,max_pod_memory_mib_mean,pod_restart_count_mean,pending_pods_count_mean,failed_pods_count_mean,not_ready_pods_count_mean,kubernetes_events_count_mean,kubernetes_warning_events_count_mean,mean_latency_delta_vs_reference_percent,throughput_delta_vs_reference_percent
network-aware-scheduler,NA_DEFAULT_2T_4N_L3_DIFFERENTIATED_M1M1_W2,"NA_DEFAULT_2T_4N_L3_DIFFERENTIATED_M1M1_W2 (2T_4N_L3_DIFFERENTIATED_M1M1_W2, kubernetes_default_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,56.8333,16,99,71.8571,0,0,0,0.0,1624.9603,1502.4881,1677.9316,3.851,1550.0,1500.0,1600.0,3.2258,2450.0,1600.0,4300.0,39.9048,3016.6667,1600.0,4300.0,33.9903,0.4806,0.1368,0.8334,71.3121,31.0,64.6667,2181.0,624.0,0,0,0,0,92,0,1.8879,9.3515
network-aware-scheduler,NA_DEFAULT_2T_4N_L3_DIFFERENTIATED_M1M2_W2,"NA_DEFAULT_2T_4N_L3_DIFFERENTIATED_M1M2_W2 (2T_4N_L3_DIFFERENTIATED_M1M2_W2, kubernetes_default_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,57.1667,16,99,72.014,0,0,0,0.0,1517.0075,1415.3064,1617.8134,6.0577,1500.0,1400.0,1600.0,6.6667,1666.6667,1500.0,2000.0,10.7703,1900.0,1500.0,2500.0,17.9771,0.485,0.1413,0.8323,70.7896,32.0,63.6667,2203.0,623.0,0,0,0,0,91,0,-4.8809,10.3527
network-aware-scheduler,NA_DEFAULT_3T_4N_L1_DIFFERENTIATED_M1M1M1_W2,"NA_DEFAULT_3T_4N_L1_DIFFERENTIATED_M1M1M1_W2 (3T_4N_L1_DIFFERENTIATED_M1M1M1_W2, kubernetes_default_scheduler)",measured,measurement_csv,9,"A,A,A,B,B,B,C,C,C",,,50.2222,13,98,70.315,0,0,0,0.0,1752.6871,1604.3209,2027.6748,10.8825,1741.8357,1600.0,2000.0,10.5652,1866.6667,1600.0,2400.0,14.5072,2088.8889,1600.0,2700.0,18.6701,0.4258,0.1107,0.8289,70.1894,36.0,33.6667,2285.6667,624.3333,0,0,0,0,94,2,9.8966,-3.1172
network-aware-scheduler,NA_DEFAULT_3T_4N_L2_DIFFERENTIATED_M1M1M1_W2,"NA_DEFAULT_3T_4N_L2_DIFFERENTIATED_M1M1M1_W2 (3T_4N_L2_DIFFERENTIATED_M1M1M1_W2, kubernetes_default_scheduler)",measured,measurement_csv,9,"A,A,A,B,B,B,C,C,C",,,50.1111,13,98,70.1731,0,0,0,0.0,1763.279,1610.8972,2003.0174,9.473,1755.5556,1600.0,2000.0,10.0869,1866.6667,1700.0,2200.0,10.4124,2122.2222,1700.0,2600.0,16.2894,0.4247,0.1101,0.8276,69.9089,35.6667,33.0,2201.0,624.0,0,0,0,0,93,1,10.5607,-3.3675
network-aware-scheduler,NA_LOADAWARE_1T_4N_L0_UNIFORM_M1_W2,"NA_LOADAWARE_1T_4N_L0_UNIFORM_M1_W2 (1T_4N_L0_UNIFORM_M1_W2, loadaware_custom_scheduler)",measured,measurement_csv,3,"A,B,C",,,52,52,52,0.0,0,0,0,0.0,1556.6837,1533.6546,1594.5148,1.7319,1504.2736,1500.0,1506.7806,0.2019,1833.3333,1600.0,2300.0,17.9991,2000.0,1800.0,2400.0,14.1421,0.4453,0.4418,0.4476,0.5615,16.0,34.3333,1132.6667,623.0,0,0,0,0,93,0,-2.3931,1.3197
network-aware-scheduler,NA_LOADAWARE_1T_4N_L2_UNIFORM_M1_W2,"NA_LOADAWARE_1T_4N_L2_UNIFORM_M1_W2 (1T_4N_L2_UNIFORM_M1_W2, loadaware_custom_scheduler)",measured,measurement_csv,3,"A,B,C",,,50.3333,50,51,0.9366,0,0,0,0.0,1725.4419,1698.073,1743.4168,1.1398,1700.0,1700.0,1700.0,0.0,1833.3333,1800.0,1900.0,2.5713,2033.3333,1900.0,2200.0,6.1339,0.4279,0.4271,0.4289,0.1799,14.3333,34.6667,1057.3333,623.0,0,0,0,0,93,1,8.1883,-2.6394
network-aware-scheduler,NA_LOADAWARE_2T_4N_L0_DIFFERENTIATED_M1M1_W2,"NA_LOADAWARE_2T_4N_L0_DIFFERENTIATED_M1M1_W2 (2T_4N_L0_DIFFERENTIATED_M1M1_W2, loadaware_custom_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,54.5,16,94,70.6501,0,0,0,0.0,1675.1817,1536.2596,1840.8181,8.0894,1655.9663,1507.8653,1900.0,9.3715,1850.0,1700.0,2200.0,9.7447,1966.6667,1700.0,2300.0,13.6648,0.4617,0.1393,0.7925,69.8167,56.6667,34.6667,2267.6667,623.0,0,0,0,0,93,1,5.0369,5.0512
network-aware-scheduler,NA_LOADAWARE_2T_4N_L0_UNIFORM_M1M1_W2,"NA_LOADAWARE_2T_4N_L0_UNIFORM_M1M1_W2 (2T_4N_L0_UNIFORM_M1M1_W2, loadaware_custom_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,50.5,50,51,0.9901,0,0,0,0.0,1740.148,1684.6299,1801.8956,2.7629,1750.0,1700.0,1800.0,2.8571,1916.6667,1800.0,2000.0,3.5853,2016.6667,1900.0,2300.0,6.663,0.427,0.4221,0.4315,0.9276,28.0,34.0,1207.0,623.0,0,0,0,0,92,0,9.1104,-2.8441
network-aware-scheduler,NA_LOADAWARE_2T_4N_L1_DIFFERENTIATED_M1M1_W2,"NA_LOADAWARE_2T_4N_L1_DIFFERENTIATED_M1M1_W2 (2T_4N_L1_DIFFERENTIATED_M1M1_W2, loadaware_custom_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,56.8333,16,98,71.8499,0,0,0,0.0,1662.2219,1625.4925,1702.2528,1.8557,1633.3333,1600.0,1700.0,2.8862,1850.0,1800.0,1900.0,2.7027,2000.0,1900.0,2100.0,5.0,0.4797,0.1363,0.8247,71.5406,32.3333,34.3333,2204.3333,624.0,0,0,0,0,93,1,4.2243,9.1468
network-aware-scheduler,NA_LOADAWARE_2T_4N_L1_DIFFERENTIATED_M1M2_W2,"NA_LOADAWARE_2T_4N_L1_DIFFERENTIATED_M1M2_W2 (2T_4N_L1_DIFFERENTIATED_M1M2_W2, loadaware_custom_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,40.3333,15,66,62.8154,0,0,0,0.0,2626.9388,1901.9356,3408.7214,27.0242,2633.3333,1900.0,3400.0,27.8769,2883.3333,2000.0,3800.0,27.3393,3050.0,2000.0,4100.0,31.3768,0.3454,0.1327,0.564,61.5463,52.3333,34.3333,2180.3333,624.0,0,0,0,0,97,3,64.7138,-21.4107
network-aware-scheduler,NA_LOADAWARE_2T_4N_L1_UNIFORM_M1M1_W2,"NA_LOADAWARE_2T_4N_L1_UNIFORM_M1M1_W2 (2T_4N_L1_UNIFORM_M1M1_W2, loadaware_custom_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,51,50,52,1.1321,0,0,0,0.0,1674.8179,1631.7132,1710.0897,1.6372,1650.0,1600.0,1700.0,3.0303,1800.0,1700.0,2000.0,6.415,2516.6667,2000.0,3700.0,23.9969,0.4316,0.4283,0.4369,0.6734,20.6667,34.6667,1201.0,622.6667,0,0,0,0,95,2,5.0141,-1.7975
network-aware-scheduler,NA_LOADAWARE_2T_4N_L2_DIFFERENTIATED_M1M1_W2,"NA_LOADAWARE_2T_4N_L2_DIFFERENTIATED_M1M1_W2 (2T_4N_L2_DIFFERENTIATED_M1M1_W2, loadaware_custom_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,56.1667,16,97,71.5158,0,0,0,0.0,1659.2092,1639.7448,1678.9695,0.8555,1654.3574,1603.0378,1700.0,2.7644,1766.6667,1700.0,1800.0,2.6683,1950.0,1800.0,2100.0,7.6923,0.4754,0.1373,0.8145,71.1026,27.0,33.6667,2063.0,624.0,0,0,0,0,92,1,4.0354,8.1684
network-aware-scheduler,NA_LOADAWARE_2T_4N_L2_DIFFERENTIATED_M1M2_W2,"NA_LOADAWARE_2T_4N_L2_DIFFERENTIATED_M1M2_W2 (2T_4N_L2_DIFFERENTIATED_M1M2_W2, loadaware_custom_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,53,15,92,71.0831,0,0,0,0.0,1852.902,1801.3997,1933.7196,2.7588,1833.3333,1800.0,1900.0,2.5713,2033.3333,1900.0,2100.0,3.6657,2116.6667,1900.0,2300.0,7.4283,0.4504,0.1345,0.7767,70.1121,54.3333,34.0,2228.3333,623.0,0,0,0,0,93,1,16.1803,2.4801
network-aware-scheduler,NA_LOADAWARE_2T_4N_L2_UNIFORM_M1M1_W2,"NA_LOADAWARE_2T_4N_L2_UNIFORM_M1M1_W2 (2T_4N_L2_UNIFORM_M1M1_W2, loadaware_custom_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,50.5,50,51,0.9901,0,0,0,0.0,1698.6686,1666.2097,1723.9833,1.1249,1683.3333,1600.0,1700.0,2.2139,1783.3333,1700.0,1800.0,2.0898,2166.6667,2100.0,2200.0,2.1757,0.4301,0.4288,0.4327,0.3004,35.3333,33.6667,1209.3333,623.0,0,0,0,0,93,1,6.5096,-2.1388
network-aware-scheduler,NA_LOADAWARE_2T_4N_L3_DIFFERENTIATED_M1M1_W2,"NA_LOADAWARE_2T_4N_L3_DIFFERENTIATED_M1M1_W2 (2T_4N_L3_DIFFERENTIATED_M1M1_W2, loadaware_custom_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,57.5,16,99,72.1739,0,0,0,0.0,1618.1975,1555.8367,1666.2184,2.8204,1584.5685,1500.0,1607.411,2.3929,1750.0,1700.0,1800.0,2.8571,1883.3333,1800.0,2000.0,4.7656,0.4868,0.137,0.8403,71.8437,33.3333,73.6667,2227.6667,623.0,0,0,0,0,94,1,1.4639,10.7622
network-aware-scheduler,NA_LOADAWARE_2T_4N_L3_DIFFERENTIATED_M1M2_W2,"NA_LOADAWARE_2T_4N_L3_DIFFERENTIATED_M1M2_W2 (2T_4N_L3_DIFFERENTIATED_M1M2_W2, loadaware_custom_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,54.8333,16,95,70.8311,0,0,0,0.0,1738.4348,1668.1686,1797.0411,2.5999,1700.0,1700.0,1700.0,0.0,2016.6667,1800.0,2200.0,7.7967,2583.3333,1800.0,5100.0,44.1028,0.4641,0.1354,0.7996,70.6407,34.0,74.6667,2156.6667,625.0,0,0,0,0,93,1,9.003,5.5973
network-aware-scheduler,NA_LOADAWARE_3T_4N_L1_DIFFERENTIATED_M1M1M1_W2,"NA_LOADAWARE_3T_4N_L1_DIFFERENTIATED_M1M1M1_W2 (3T_4N_L1_DIFFERENTIATED_M1M1M1_W2, loadaware_custom_scheduler)",measured,measurement_csv,9,"A,A,A,B,B,B,C,C,C",,,47,12,89,65.6019,0,0,0,0.0,1896.5636,1713.653,2112.1069,7.622,1866.6667,1700.0,2100.0,8.3757,2077.7778,1800.0,2300.0,10.0898,2322.2222,2100.0,2800.0,10.8898,0.4001,0.1073,0.7507,64.498,60.6667,35.3333,2249.3333,624.0,0,0,0,0,93,0,18.9179,-8.9647
network-aware-scheduler,NA_LOADAWARE_3T_4N_L2_DIFFERENTIATED_M1M1M1_W2,"NA_LOADAWARE_3T_4N_L2_DIFFERENTIATED_M1M1M1_W2 (3T_4N_L2_DIFFERENTIATED_M1M1M1_W2, loadaware_custom_scheduler)",measured,measurement_csv,9,"A,A,A,B,B,B,C,C,C",,,46.2222,13,87,63.8356,0,0,0,0.0,1881.0266,1628.6116,2229.0145,11.4996,1855.5556,1600.0,2200.0,11.6728,2088.8889,1800.0,2500.0,13.2446,2222.2222,1800.0,2600.0,14.0357,0.3915,0.1101,0.7366,63.7489,64.0,35.6667,2116.0,624.3333,0,0,0,0,94,1,17.9437,-10.9215
network-aware-scheduler,NA_NETAWARE_1T_4N_L0_UNIFORM_M1_W2,"NA_NETAWARE_1T_4N_L0_UNIFORM_M1_W2 (1T_4N_L0_UNIFORM_M1_W2, localai_resource_network_aware_scheduler)",measured,measurement_csv,3,"A,B,C",,,53,53,53,0.0,0,0,0,0.0,1525.4924,1516.9779,1530.992,0.4002,1500.0,1500.0,1500.0,0.0,1566.6667,1500.0,1600.0,3.009,1766.6667,1700.0,1800.0,2.6683,0.4452,0.4446,0.4459,0.121,26.6667,34.3333,1168.6667,622.6667,0,0,0,0,93,1,-4.3489,1.2969
network-aware-scheduler,NA_NETAWARE_1T_4N_L2_UNIFORM_M1_W2,"NA_NETAWARE_1T_4N_L2_UNIFORM_M1_W2 (1T_4N_L2_UNIFORM_M1_W2, localai_resource_network_aware_scheduler)",measured,measurement_csv,3,"A,B,C",,,52.6667,52,53,0.8951,0,0,0,0.0,1535.1468,1525.2339,1541.495,0.4626,1500.9015,1500.0,1502.7046,0.0849,1600.0,1600.0,1600.0,0.0,1733.3333,1700.0,1800.0,2.7196,0.445,0.4436,0.4477,0.4266,27.3333,34.3333,1158.6667,623.6667,0,0,0,0,93,1,-3.7435,1.2514
network-aware-scheduler,NA_NETAWARE_2T_4N_L0_DIFFERENTIATED_M1M1_W2,"NA_NETAWARE_2T_4N_L0_DIFFERENTIATED_M1M1_W2 (2T_4N_L0_DIFFERENTIATED_M1M1_W2, localai_resource_network_aware_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,56.5,16,97,71.6814,0,0,0,0.0,1650.9497,1626.3799,1673.7976,0.9647,1633.3333,1600.0,1700.0,2.8862,1783.3333,1700.0,1900.0,3.8534,1866.6667,1700.0,2000.0,7.3627,0.4792,0.1369,0.8241,71.4005,28.0,34.3333,2136.6667,623.0,0,0,0,0,95,1,3.5175,9.033
network-aware-scheduler,NA_NETAWARE_2T_4N_L0_UNIFORM_M1M1_W2,"NA_NETAWARE_2T_4N_L0_UNIFORM_M1M1_W2 (2T_4N_L0_UNIFORM_M1M1_W2, localai_resource_network_aware_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,50.5,50,51,0.9901,0,0,0,0.0,1708.8054,1678.2602,1734.3925,1.0454,1700.0,1700.0,1700.0,0.0,1783.3333,1700.0,1800.0,2.0898,2183.3333,2100.0,2300.0,3.1474,0.4293,0.4266,0.4316,0.3514,35.6667,33.3333,1202.3333,623.3333,0,0,0,0,94,1,7.1452,-2.3208
network-aware-scheduler,NA_NETAWARE_2T_4N_L1_DIFFERENTIATED_M1M1_W2,"NA_NETAWARE_2T_4N_L1_DIFFERENTIATED_M1M1_W2 (2T_4N_L1_DIFFERENTIATED_M1M1_W2, localai_resource_network_aware_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,56.6667,16,98,71.7671,0,0,0,0.0,1615.1393,1591.0117,1637.6517,1.0302,1600.0,1600.0,1600.0,0.0,1750.0,1600.0,1900.0,6.3888,1916.6667,1700.0,2100.0,8.739,0.4811,0.1379,0.8278,71.2714,32.0,35.6667,2188.0,623.0,0,0,0,0,93,1,1.2721,9.4653
network-aware-scheduler,NA_NETAWARE_2T_4N_L1_DIFFERENTIATED_M1M2_W2,"NA_NETAWARE_2T_4N_L1_DIFFERENTIATED_M1M2_W2 (2T_4N_L1_DIFFERENTIATED_M1M2_W2, localai_resource_network_aware_scheduler)",unsupported_under_current_constraints,none,0,,"A,B,C","application_not_ready,localai_deployment,pending_pod,smoke_validation_failure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
network-aware-scheduler,NA_NETAWARE_2T_4N_L1_UNIFORM_M1M1_W2,"NA_NETAWARE_2T_4N_L1_UNIFORM_M1M1_W2 (2T_4N_L1_UNIFORM_M1M1_W2, localai_resource_network_aware_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,50.6667,50,52,1.4711,0,0,0,0.0,1651.3141,1596.8527,1707.4112,3.0263,1650.0,1600.0,1700.0,3.0303,1766.6667,1700.0,1900.0,4.219,2133.3333,1900.0,2300.0,5.8463,0.4356,0.4304,0.4403,0.9731,32.3333,34.3333,1057.6667,624.3333,0,0,0,0,93,1,3.5403,-0.8874
network-aware-scheduler,NA_NETAWARE_2T_4N_L2_DIFFERENTIATED_M1M1_W2,"NA_NETAWARE_2T_4N_L2_DIFFERENTIATED_M1M1_W2 (2T_4N_L2_DIFFERENTIATED_M1M1_W2, localai_resource_network_aware_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,56.6667,16,98,71.7671,0,0,0,0.0,1648.7345,1633.0875,1669.8276,0.779,1600.0,1600.0,1600.0,0.0,1800.0,1700.0,1900.0,3.2075,1983.3333,1800.0,2200.0,7.9277,0.4794,0.1369,0.8226,71.4018,32.6667,35.3333,2190.3333,624.0,0,0,0,0,93,1,3.3786,9.0785
network-aware-scheduler,NA_NETAWARE_2T_4N_L2_DIFFERENTIATED_M1M2_W2,"NA_NETAWARE_2T_4N_L2_DIFFERENTIATED_M1M2_W2 (2T_4N_L2_DIFFERENTIATED_M1M2_W2, localai_resource_network_aware_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,54.3333,16,99,71.1286,0,0,0,0.0,1663.4527,1481.3696,2230.3956,15.7442,1650.0,1500.0,2200.0,15.1515,1800.0,1600.0,2400.0,16.9725,1916.6667,1600.0,2700.0,20.5225,0.462,0.1398,0.8346,70.1814,30.3333,33.3333,2120.6667,623.0,0,0,0,0,95,2,4.3015,5.1195
network-aware-scheduler,NA_NETAWARE_2T_4N_L2_UNIFORM_M1M1_W2,"NA_NETAWARE_2T_4N_L2_UNIFORM_M1M1_W2 (2T_4N_L2_UNIFORM_M1M1_W2, localai_resource_network_aware_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,51.8333,51,52,0.719,0,0,0,0.0,1625.7399,1580.8438,1668.2158,2.2626,1600.0,1600.0,1600.0,0.0,1766.6667,1700.0,1900.0,4.219,2200.0,2000.0,2400.0,5.8682,0.4365,0.4307,0.4396,0.7412,30.0,35.0,1250.0,624.0,0,0,0,0,95,1,1.9368,-0.6826
network-aware-scheduler,NA_NETAWARE_2T_4N_L3_DIFFERENTIATED_M1M1_W2,"NA_NETAWARE_2T_4N_L3_DIFFERENTIATED_M1M1_W2 (2T_4N_L3_DIFFERENTIATED_M1M1_W2, localai_resource_network_aware_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,57.5,16,99,72.1739,0,0,0,0.0,1607.2443,1568.1216,1644.049,2.011,1583.5317,1501.1901,1600.0,2.3255,1750.0,1600.0,1900.0,5.471,1916.6667,1800.0,2000.0,4.6828,0.4868,0.1374,0.838,71.7489,32.3333,71.0,2248.3333,622.6667,0,0,0,0,94,1,0.7771,10.7622
network-aware-scheduler,NA_NETAWARE_2T_4N_L3_DIFFERENTIATED_M1M2_W2,"NA_NETAWARE_2T_4N_L3_DIFFERENTIATED_M1M2_W2 (2T_4N_L3_DIFFERENTIATED_M1M2_W2, localai_resource_network_aware_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,55.5,16,96,71.1788,0,0,0,0.0,1592.4263,1463.1356,1742.4814,8.0881,1633.3333,1500.0,1800.0,8.4145,1700.0,1600.0,1800.0,5.8824,1800.0,1600.0,2200.0,12.83,0.4719,0.1408,0.8104,70.1556,55.0,74.3333,2318.6667,624.0,0,0,0,0,93,1,-0.152,7.372
