family,scenario_id,label,status,summary_source,sample_count,replicas,unsupported_replicas,unsupported_evidence_kinds,request_count_mean,request_count_min,request_count_max,request_count_cv_percent,failure_count_mean,failure_count_min,failure_count_max,failure_count_cv_percent,mean_response_time_ms_mean,mean_response_time_ms_min,mean_response_time_ms_max,mean_response_time_ms_cv_percent,p50_response_time_ms_mean,p50_response_time_ms_min,p50_response_time_ms_max,p50_response_time_ms_cv_percent,p95_response_time_ms_mean,p95_response_time_ms_min,p95_response_time_ms_max,p95_response_time_ms_cv_percent,p99_response_time_ms_mean,p99_response_time_ms_min,p99_response_time_ms_max,p99_response_time_ms_cv_percent,throughput_rps_mean,throughput_rps_min,throughput_rps_max,throughput_rps_cv_percent,max_node_cpu_percent_mean,max_node_memory_percent_mean,max_pod_cpu_millicores_mean,max_pod_memory_mib_mean,pod_restart_count_mean,pending_pods_count_mean,failed_pods_count_mean,not_ready_pods_count_mean,kubernetes_events_count_mean,kubernetes_warning_events_count_mean,mean_latency_delta_vs_reference_percent,throughput_delta_vs_reference_percent
network-aware-scheduler,NA_DEFAULT_1T_4N_L0_UNIFORM_M1_W2,"NA_DEFAULT_1T_4N_L0_UNIFORM_M1_W2 (1T_4N_L0_UNIFORM_M1_W2, kubernetes_default_scheduler)",measured,measurement_csv,3,"A,B,C",,,52,52,52,0.0,0,0,0,0.0,1576.3504,1572.0796,1583.7158,0.3318,1600.0,1600.0,1600.0,0.0,1633.3333,1600.0,1700.0,2.8862,1933.3333,1900.0,2000.0,2.4383,0.443,0.442,0.4438,0.1707,14.0,33.3333,1165.3333,622.0,0,0,0,0,93,0,-1.16,0.7964
network-aware-scheduler,NA_DEFAULT_1T_4N_L2_UNIFORM_M1_W2,"NA_DEFAULT_1T_4N_L2_UNIFORM_M1_W2 (1T_4N_L2_UNIFORM_M1_W2, kubernetes_default_scheduler)",measured,measurement_csv,3,"A,B,C",,,52,52,52,0.0,0,0,0,0.0,1612.5677,1610.8286,1614.037,0.0821,1600.0,1600.0,1600.0,0.0,1666.6667,1600.0,1700.0,2.8284,1900.0,1900.0,1900.0,0.0,0.4393,0.4391,0.4396,0.0574,15.0,33.3333,1188.0,623.3333,0,0,0,0,93,0,1.1109,-0.0455
network-aware-scheduler,NA_DEFAULT_2T_4N_L0_DIFFERENTIATED_M1M1_W2,"NA_DEFAULT_2T_4N_L0_DIFFERENTIATED_M1M1_W2 (2T_4N_L0_DIFFERENTIATED_M1M1_W2, kubernetes_default_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,57.6667,16,100,72.2566,0,0,0,0.0,1560.9592,1539.4526,1580.5572,0.9603,1572.0192,1511.0318,1600.0,2.524,1650.0,1600.0,1700.0,3.0303,1800.0,1700.0,1900.0,5.5556,0.4881,0.1389,0.8398,71.4794,31.6667,33.0,2227.0,623.0,0,0,0,0,92,0,-2.1251,11.058
network-aware-scheduler,NA_DEFAULT_2T_4N_L0_UNIFORM_M1M1_W2,"NA_DEFAULT_2T_4N_L0_UNIFORM_M1M1_W2 (2T_4N_L0_UNIFORM_M1M1_W2, kubernetes_default_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,51.8333,51,53,1.3258,0,0,0,0.0,1594.8508,1536.9254,1650.0711,3.3835,1551.6676,1500.0,1602.7694,3.2094,1683.3333,1600.0,1800.0,4.0823,2083.3333,1800.0,2600.0,14.7729,0.4395,0.4329,0.447,1.2954,18.3333,33.3333,1139.6667,624.0,0,0,0,0,92,0,0.0,0.0
network-aware-scheduler,NA_DEFAULT_2T_4N_L1_DIFFERENTIATED_M1M1_W2,"NA_DEFAULT_2T_4N_L1_DIFFERENTIATED_M1M1_W2 (2T_4N_L1_DIFFERENTIATED_M1M1_W2, kubernetes_default_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,57.5,16,99,72.1739,0,0,0,0.0,1578.5795,1552.7461,1593.0713,0.8966,1585.5337,1513.2025,1600.0,2.0402,1666.6667,1600.0,1800.0,4.4721,1833.3333,1700.0,2000.0,6.0302,0.4884,0.1384,0.8414,71.652,32.6667,33.0,2197.6667,623.3333,0,0,0,0,92,0,-1.0202,11.1263
network-aware-scheduler,NA_DEFAULT_2T_4N_L1_DIFFERENTIATED_M1M2_W2,"NA_DEFAULT_2T_4N_L1_DIFFERENTIATED_M1M2_W2 (2T_4N_L1_DIFFERENTIATED_M1M2_W2, kubernetes_default_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,54.3333,16,94,70.5628,0,0,0,0.0,1639.3059,1415.3526,1881.8369,12.7728,1600.0,1400.0,1900.0,13.0104,1800.0,1500.0,2100.0,15.0445,1866.6667,1500.0,2300.0,18.2108,0.459,0.1412,0.79,69.1805,29.0,33.0,2021.6667,622.6667,0,0,0,0,93,1,2.7874,4.4369
network-aware-scheduler,NA_DEFAULT_2T_4N_L1_UNIFORM_M1M1_W2,"NA_DEFAULT_2T_4N_L1_UNIFORM_M1M1_W2 (2T_4N_L1_UNIFORM_M1M1_W2, kubernetes_default_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,51.8333,51,53,1.3258,0,0,0,0.0,1597.3473,1535.4537,1657.4303,3.5817,1558.1729,1502.8163,1617.1449,3.3123,1650.0,1600.0,1700.0,3.0303,1883.3333,1800.0,2000.0,4.7656,0.4394,0.4322,0.4464,1.3945,17.6667,32.0,1174.0,623.0,0,0,0,0,93,1,0.1565,-0.0228
network-aware-scheduler,NA_DEFAULT_2T_4N_L2_DIFFERENTIATED_M1M1_W2,"NA_DEFAULT_2T_4N_L2_DIFFERENTIATED_M1M1_W2 (2T_4N_L2_DIFFERENTIATED_M1M1_W2, kubernetes_default_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,57.6667,16,100,72.2566,0,0,0,0.0,1582.892,1552.3335,1604.0718,1.228,1585.0412,1510.247,1600.0,2.1103,1700.0,1600.0,1800.0,4.8029,1833.3333,1700.0,2000.0,6.0302,0.488,0.1381,0.8409,71.6746,31.6667,33.3333,2194.6667,624.0,0,0,0,0,92,0,-0.7498,11.0353
network-aware-scheduler,NA_DEFAULT_2T_4N_L2_DIFFERENTIATED_M1M2_W2,"NA_DEFAULT_2T_4N_L2_DIFFERENTIATED_M1M2_W2 (2T_4N_L2_DIFFERENTIATED_M1M2_W2, kubernetes_default_scheduler)",unsupported_under_current_constraints,none,0,,"A,B,C","application_not_ready,localai_deployment,pending_pod,smoke_validation_failure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
network-aware-scheduler,NA_DEFAULT_2T_4N_L2_UNIFORM_M1M1_W2,"NA_DEFAULT_2T_4N_L2_UNIFORM_M1M1_W2 (2T_4N_L2_UNIFORM_M1M1_W2, kubernetes_default_scheduler)",measured,measurement_csv,6,"A,A,B,B,C,C",,,52,52,52,0.0,0,0,0,0.0,1546.9089,1529.2481,1565.7555,1.0626,1550.5515,1500.0,1600.0,3.1896,1583.3333,1500.0,1600.0,2.3538,1816.6667,1800.0,1900.0,2.0514,0.446,0.4438,0.4477,0.3798,16.6667,33.0,1141.0,623.6667,0,0,0,0,92,0,-3.006,1.479
