Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/models (startup check),2,0,140.0,142.4744500000088,139.6134999995411,145.3354000004765,243.0,0.04604239923186558,0.0,150,150,150,150,150,150,150,150,150,150,150
POST,POST /v1/chat/completions,26,0,1400.0,1395.1092307691467,1371.8263000009756,1428.7870999978622,293.0,0.5985511900142526,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
,Aggregated,28,0,1400.0,1305.6353178570655,139.6134999995411,1428.7870999978622,289.42857142857144,0.6445935892461182,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
