Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/models (startup check),2,0,140.09819999773754,147.01694999894244,140.09819999773754,153.93570000014734,243.0,0.04611810564775662,0.0,150,150,150,150,150,150,150,150,150,150,150
POST,POST /v1/chat/completions,26,0,1400.0,1384.5651538462193,1361.2759000025108,1443.5902000004717,293.0,0.599535373420836,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
,Aggregated,28,0,1400.0,1296.168853571414,140.09819999773754,1443.5902000004717,289.42857142857144,0.6456534790685926,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
