Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/models (startup check),4,0,190.0,227.21062499977052,185.00739999944926,268.7877999996999,243.0,0.1422783967448628,0.0,270,270,270,270,270,270,270,270,270,270,270
POST,POST /v1/chat/completions,19,0,3800.0,3823.798757894972,1531.5969000002951,7327.231600000232,298.0,0.6758223845380983,0.0,3800,3800,3900,4800,7200,7300,7300,7300,7300,7300,7300
,Aggregated,23,0,3800.0,3198.3051695653717,185.00739999944926,7327.231600000232,288.4347826086956,0.8181007812829612,0.0,3800,3800,3900,3900,4900,7200,7300,7300,7300,7300,7300
