Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/models (startup check),2,0,140.0,145.6784999991214,136.1335000001418,155.22349999810103,243.0,0.07342862489918302,0.0,160,160,160,160,160,160,160,160,160,160,160
POST,POST /v1/chat/completions,16,0,1500.0,1497.9937374996553,1479.111799999373,1586.2654999982624,298.0,0.5874289991934641,0.0,1500,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600
,Aggregated,18,0,1500.0,1347.736488888485,136.1335000001418,1586.2654999982624,291.8888888888889,0.6608576240926471,0.0,1500,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600
