Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/models (startup check),1,0,149.17769999919983,149.17769999919983,149.17769999919983,149.17769999919983,243.0,0.03829995760737581,0.0,150,150,150,150,150,150,150,150,150,150,150
POST,POST /v1/chat/completions,8,0,1500.0,1489.8720124997453,1460.8645000007527,1527.6661999996577,298.0,0.3063996608590065,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
,Aggregated,9,0,1500.0,1340.9059777774626,149.17769999919983,1527.6661999996577,291.8888888888889,0.3446996184663823,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
