Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /v1/chat/completions,58,0,1600.0,2077.0935344827853,1456.8015999993804,6033.278500000961,298.0,0.49087468096325987,0.0,1600,2000,2400,2500,3800,3900,5600,6000,6000,6000,6000
,Aggregated,58,0,1600.0,2077.0935344827853,1456.8015999993804,6033.278500000961,298.0,0.49087468096325987,0.0,1600,2000,2400,2500,3800,3900,5600,6000,6000,6000,6000
