Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776799165,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776799166,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776799167,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776799168,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776799169,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776799170,2,POST,POST /v1/chat/completions,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,4425.640500001464,4425.640500001464,4425.640500001464,4425.640500001464,296.0
1776799170,2,,Aggregated,0.000000,0.000000,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,1,0,4425.640500001464,4425.640500001464,4425.640500001464,4425.640500001464,296.0
1776799171,2,POST,POST /v1/chat/completions,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,4425.640500001464,4425.640500001464,4425.640500001464,4425.640500001464,296.0
1776799171,2,,Aggregated,0.000000,0.000000,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,1,0,4425.640500001464,4425.640500001464,4425.640500001464,4425.640500001464,296.0
1776799172,2,POST,POST /v1/chat/completions,0.000000,0.000000,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,1,0,4425.640500001464,4425.640500001464,4425.640500001464,4425.640500001464,296.0
1776799172,2,,Aggregated,0.000000,0.000000,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,1,0,4425.640500001464,4425.640500001464,4425.640500001464,4425.640500001464,296.0
1776799173,2,POST,POST /v1/chat/completions,0.166667,0.000000,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,2,0,4425.640500001464,5506.210649999048,4425.640500001464,6586.780799996632,296.0
1776799173,2,,Aggregated,0.166667,0.000000,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,2,0,4425.640500001464,5506.210649999048,4425.640500001464,6586.780799996632,296.0
1776799174,2,POST,POST /v1/chat/completions,0.166667,0.000000,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,2,0,4425.640500001464,5506.210649999048,4425.640500001464,6586.780799996632,296.0
1776799174,2,,Aggregated,0.166667,0.000000,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,2,0,4425.640500001464,5506.210649999048,4425.640500001464,6586.780799996632,296.0
1776799175,2,POST,POST /v1/chat/completions,0.166667,0.000000,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,2,0,4425.640500001464,5506.210649999048,4425.640500001464,6586.780799996632,296.0
