Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /v1/chat/completions,68,0,1500.0,1496.6839176474477,1443.1155000020226,1693.477000000712,298.0,0.5735359679403617,0.0,1500,1500,1500,1500,1500,1500,1600,1700,1700,1700,1700
,Aggregated,68,0,1500.0,1496.6839176474477,1443.1155000020226,1693.477000000712,298.0,0.5735359679403617,0.0,1500,1500,1500,1500,1500,1500,1600,1700,1700,1700,1700
