Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/models (startup check),2,0,150.0,154.80939999906695,146.3039000009303,163.3148999972036,243.0,0.07342627830038469,0.0,160,160,160,160,160,160,160,160,160,160,160
POST,POST /v1/chat/completions,16,0,1500.0,1486.6811624999627,1457.8662999992957,1530.5160000025353,298.0,0.5874102264030775,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
,Aggregated,18,0,1500.0,1338.6954111109744,146.3039000009303,1530.5160000025353,291.8888888888889,0.6608365047034622,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
