Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /v1/chat/completions,68,0,1500.0,1497.1728058822277,1448.2919000001857,1646.3263999994524,298.0,0.5742667729418373,0.0,1500,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600
,Aggregated,68,0,1500.0,1497.1728058822277,1448.2919000001857,1646.3263999994524,298.0,0.5742667729418373,0.0,1500,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600
