Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/models (startup check),2,0,140.0,142.85199999994802,137.78610000008484,147.9178999998112,243.0,0.07326025381231156,0.0,150,150,150,150,150,150,150,150,150,150,150
POST,POST /v1/chat/completions,16,0,1500.0,1495.2725500002089,1451.4395999995031,1551.8888999995397,298.0,0.5860820304984925,0.0,1500,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600
,Aggregated,18,0,1500.0,1345.0036000001799,137.78610000008484,1551.8888999995397,291.8888888888889,0.659342284310804,0.0,1500,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600
