Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/models (startup check),2,0,141.7330000003858,146.92254999954457,141.7330000003858,152.11209999870334,243.0,0.07261287772568643,0.0,150,150,150,150,150,150,150,150,150,150,150
POST,POST /v1/chat/completions,16,0,1500.0,1522.8546812501236,1464.4259000015154,1650.4691000009188,298.0,0.5809030218054915,0.0,1500,1500,1500,1500,1600,1700,1700,1700,1700,1700,1700
,Aggregated,18,0,1500.0,1369.9733333333925,141.7330000003858,1650.4691000009188,291.8888888888889,0.653515899531178,0.0,1500,1500,1500,1500,1600,1700,1700,1700,1700,1700,1700
