Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/models (startup check),2,0,140.40190000014263,152.15980000175477,140.40190000014263,163.91770000336692,243.0,0.045551616512033086,0.0,160,160,160,160,160,160,160,160,160,160,160
POST,POST /v1/chat/completions,25,0,1500.0,1525.471296000178,1433.013400001073,1685.4020000027958,298.0,0.5693952064004136,0.0,1500,1600,1600,1600,1600,1600,1700,1700,1700,1700,1700
,Aggregated,27,0,1500.0,1423.7445185188133,140.40190000014263,1685.4020000027958,293.9259259259259,0.6149468229124467,0.0,1500,1600,1600,1600,1600,1600,1700,1700,1700,1700,1700
