Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/models (startup check),2,0,133.8828999978432,139.17099999889615,133.8828999978432,144.4590999999491,243.0,0.045300171129676464,0.0,140,140,140,140,140,140,140,140,140,140,140
POST,POST /v1/chat/completions,25,0,1500.0,1544.948643999669,1485.1920000000973,1627.4599999997008,298.0,0.5662521391209557,0.0,1500,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
,Aggregated,27,0,1500.0,1440.8169666662784,133.8828999978432,1627.4599999997008,293.9259259259259,0.6115523102506323,0.0,1500,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
