Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /v1/chat/completions,101,0,1500.0,1534.4207742575127,1496.4668000029633,1739.1695000005711,298.0,0.5660321298086222,0.0,1500,1500,1500,1500,1600,1600,1600,1600,1700,1700,1700
,Aggregated,101,0,1500.0,1534.4207742575127,1496.4668000029633,1739.1695000005711,298.0,0.5660321298086222,0.0,1500,1500,1500,1500,1600,1600,1600,1600,1700,1700,1700
