Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776796662,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776796663,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776796664,2,POST,POST /v1/chat/completions,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1651.643500001228,1651.643500001228,1651.643500001228,1651.643500001228,298.0
1776796664,2,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1,0,1651.643500001228,1651.643500001228,1651.643500001228,1651.643500001228,298.0
1776796665,2,POST,POST /v1/chat/completions,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,2,0,1700.0,1680.2177500012476,1651.643500001228,1708.7920000012673,298.0
1776796665,2,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,2,0,1700.0,1680.2177500012476,1651.643500001228,1708.7920000012673,298.0
1776796666,2,POST,POST /v1/chat/completions,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,2,0,1700.0,1680.2177500012476,1651.643500001228,1708.7920000012673,298.0
1776796666,2,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,2,0,1700.0,1680.2177500012476,1651.643500001228,1708.7920000012673,298.0
1776796667,2,POST,POST /v1/chat/completions,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,2,0,1700.0,1680.2177500012476,1651.643500001228,1708.7920000012673,298.0
1776796667,2,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,2,0,1700.0,1680.2177500012476,1651.643500001228,1708.7920000012673,298.0
1776796668,2,POST,POST /v1/chat/completions,0.666667,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,3,0,1700.0,1645.0283666672476,1574.6495999992476,1708.7920000012673,298.0
1776796668,2,,Aggregated,0.666667,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,3,0,1700.0,1645.0283666672476,1574.6495999992476,1708.7920000012673,298.0
1776796669,2,POST,POST /v1/chat/completions,0.500000,0.000000,1600,1600,1700,1700,1700,1700,1700,1700,1700,1700,1700,4,0,1600.0,1642.0544000011432,1574.6495999992476,1708.7920000012673,298.0
1776796669,2,,Aggregated,0.500000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,4,0,1600.0,1642.0544000011432,1574.6495999992476,1708.7920000012673,298.0
1776796670,2,POST,POST /v1/chat/completions,0.500000,0.000000,1600,1600,1700,1700,1700,1700,1700,1700,1700,1700,1700,4,0,1600.0,1642.0544000011432,1574.6495999992476,1708.7920000012673,298.0
1776796670,2,,Aggregated,0.500000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,4,0,1600.0,1642.0544000011432,1574.6495999992476,1708.7920000012673,298.0
1776796671,2,POST,POST /v1/chat/completions,0.500000,0.000000,1600,1600,1700,1700,1700,1700,1700,1700,1700,1700,1700,5,0,1600.0,1615.4403200009256,1508.984000000055,1708.7920000012673,298.0
1776796671,2,,Aggregated,0.500000,0.000000,1600,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,5,0,1600.0,1615.4403200009256,1508.984000000055,1708.7920000012673,298.0
1776796672,2,POST,POST /v1/chat/completions,0.500000,0.000000,1600,1600,1600,1700,1700,1700,1700,1700,1700,1700,1700,6,0,1600.0,1598.2466166678932,1508.984000000055,1708.7920000012673,298.0
1776796672,2,,Aggregated,0.500000,0.000000,1600,1600,1700,1700,1700,1700,1700,1700,1700,1700,1700,6,0,1600.0,1598.2466166678932,1508.984000000055,1708.7920000012673,298.0
1776796673,2,POST,POST /v1/chat/completions,0.500000,0.000000,1600,1600,1600,1700,1700,1700,1700,1700,1700,1700,1700,6,0,1600.0,1598.2466166678932,1508.984000000055,1708.7920000012673,298.0
1776796673,2,,Aggregated,0.500000,0.000000,1600,1600,1600,1700,1700,1700,1700,1700,1700,1700,1700,6,0,1600.0,1598.2466166678932,1508.984000000055,1708.7920000012673,298.0
1776796674,2,POST,POST /v1/chat/completions,0.500000,0.000000,1600,1600,1600,1700,1700,1700,1700,1700,1700,1700,1700,6,0,1600.0,1598.2466166678932,1508.984000000055,1708.7920000012673,298.0
1776796674,2,,Aggregated,0.500000,0.000000,1600,1600,1600,1700,1700,1700,1700,1700,1700,1700,1700,6,0,1600.0,1598.2466166678932,1508.984000000055,1708.7920000012673,298.0
1776796675,2,POST,POST /v1/chat/completions,0.500000,0.000000,1500,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,7,0,1600.0,1588.125014286821,1508.984000000055,1708.7920000012673,298.0
1776796675,2,,Aggregated,0.500000,0.000000,1500,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,7,0,1600.0,1588.125014286821,1508.984000000055,1708.7920000012673,298.0
1776796676,2,POST,POST /v1/chat/completions,0.600000,0.000000,1500,1500,1600,1600,1600,1600,1600,1600,1600,1600,1600,8,0,1508.984000000055,1579.9401875010517,1508.984000000055,1708.7920000012673,298.0
1776796676,2,,Aggregated,0.600000,0.000000,1500,1500,1600,1600,1600,1600,1600,1600,1600,1600,1600,8,0,1508.984000000055,1579.9401875010517,1508.984000000055,1708.7920000012673,298.0
1776796677,2,POST,POST /v1/chat/completions,0.600000,0.000000,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,1600,8,0,1508.984000000055,1579.9401875010517,1508.984000000055,1708.7920000012673,298.0
1776796677,2,,Aggregated,0.600000,0.000000,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,1600,8,0,1508.984000000055,1579.9401875010517,1508.984000000055,1708.7920000012673,298.0
1776796678,2,POST,POST /v1/chat/completions,0.500000,0.000000,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,9,0,1508.984000000055,1575.695677778842,1508.984000000055,1708.7920000012673,298.0
1776796678,2,,Aggregated,0.500000,0.000000,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,9,0,1508.984000000055,1575.695677778842,1508.984000000055,1708.7920000012673,298.0
1776796679,2,POST,POST /v1/chat/completions,0.600000,0.000000,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,10,0,1508.984000000055,1574.0366000012727,1508.984000000055,1708.7920000012673,298.0
1776796679,2,,Aggregated,0.600000,0.000000,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,10,0,1508.984000000055,1574.0366000012727,1508.984000000055,1708.7920000012673,298.0
1776796680,2,POST,POST /v1/chat/completions,0.600000,0.000000,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,10,0,1508.984000000055,1574.0366000012727,1508.984000000055,1708.7920000012673,298.0
1776796680,2,,Aggregated,0.600000,0.000000,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,10,0,1508.984000000055,1574.0366000012727,1508.984000000055,1708.7920000012673,298.0
1776796681,2,POST,POST /v1/chat/completions,0.600000,0.000000,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,1600,10,0,1508.984000000055,1574.0366000012727,1508.984000000055,1708.7920000012673,298.0
1776796681,2,,Aggregated,0.600000,0.000000,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,1600,10,0,1508.984000000055,1574.0366000012727,1508.984000000055,1708.7920000012673,298.0
1776796682,2,POST,POST /v1/chat/completions,0.500000,0.000000,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,11,0,1500.0,1567.2673636373393,1499.5749999980035,1708.7920000012673,298.0
1776796682,2,,Aggregated,0.500000,0.000000,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,11,0,1500.0,1567.2673636373393,1499.5749999980035,1708.7920000012673,298.0
1776796683,2,POST,POST /v1/chat/completions,0.600000,0.000000,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,12,0,1500.0,1561.48029166737,1497.82249999771,1708.7920000012673,298.0
1776796683,2,,Aggregated,0.600000,0.000000,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,12,0,1500.0,1561.48029166737,1497.82249999771,1708.7920000012673,298.0
1776796684,2,POST,POST /v1/chat/completions,0.600000,0.000000,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,1600,12,0,1500.0,1561.48029166737,1497.82249999771,1708.7920000012673,298.0
1776796684,2,,Aggregated,0.600000,0.000000,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,1600,12,0,1500.0,1561.48029166737,1497.82249999771,1708.7920000012673,298.0
1776796685,2,POST,POST /v1/chat/completions,0.600000,0.000000,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,13,0,1500.0,1556.0265153852436,1490.581199999724,1708.7920000012673,298.0
