Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/models (startup check),1,0,153.50360000229557,153.50360000229557,153.50360000229557,153.50360000229557,243.0,0.023190288412094355,0.0,150,150,150,150,150,150,150,150,150,150,150
POST,POST /v1/chat/completions,13,0,1429.9872999981744,1450.6868384618988,1429.9872999981744,1494.9889999988955,298.0,0.3014737493572266,0.0,1400,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
,Aggregated,14,0,1400.0,1358.0308928576414,153.50360000229557,1494.9889999988955,294.07142857142856,0.32466403776932096,0.0,1400,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
