Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/models (startup check),2,0,140.0,145.1144500024384,136.59350000307313,153.63540000180365,243.0,0.04773450603605115,0.0,150,150,150,150,150,150,150,150,150,150,150
POST,POST /v1/chat/completions,24,0,1500.0,1546.4881041663527,1488.600699998642,1685.7114999984333,298.0,0.5728140724326138,0.0,1500,1600,1600,1600,1600,1600,1700,1700,1700,1700,1700
,Aggregated,26,0,1500.0,1438.6901307691285,136.59350000307313,1685.7114999984333,293.7692307692308,0.620548578468665,0.0,1500,1600,1600,1600,1600,1600,1700,1700,1700,1700,1700
