Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /v1/chat/completions,101,0,1500.0,1522.1153009899876,1460.6955000017479,1801.9150999971316,298.0,0.5684664519226924,0.0,1500,1500,1500,1500,1600,1600,1600,1700,1800,1800,1800
,Aggregated,101,0,1500.0,1522.1153009899876,1460.6955000017479,1801.9150999971316,298.0,0.5684664519226924,0.0,1500,1500,1500,1500,1600,1600,1600,1700,1800,1800,1800
