LAST SEEN   TYPE     REASON              OBJECT                                MESSAGE
32m         Normal   Killing             pod/localai-rpc-b-78b966fc7c-rx5sw    Stopping container rpc-worker
32m         Normal   SuccessfulDelete    replicaset/localai-rpc-b-78b966fc7c   Deleted pod: localai-rpc-b-78b966fc7c-rx5sw
32m         Normal   ScalingReplicaSet   deployment/localai-rpc-b              Scaled down replica set localai-rpc-b-78b966fc7c from 1 to 0
13m         Normal   ScalingReplicaSet   deployment/localai-rpc-b              Scaled up replica set localai-rpc-b-78b966fc7c from 0 to 1
13m         Normal   Scheduled           pod/localai-rpc-b-78b966fc7c-lp7hb    Successfully assigned genai-thesis/localai-rpc-b-78b966fc7c-lp7hb to sc-app-02
13m         Normal   Pulled              pod/localai-rpc-b-78b966fc7c-lp7hb    Container image "quay.io/go-skynet/local-ai:v4.1.0" already present on machine and can be accessed by the pod
13m         Normal   Created             pod/localai-rpc-b-78b966fc7c-lp7hb    Container created
13m         Normal   Started             pod/localai-rpc-b-78b966fc7c-lp7hb    Container started
13m         Normal   SuccessfulCreate    replicaset/localai-rpc-b-78b966fc7c   Created pod: localai-rpc-b-78b966fc7c-lp7hb
