Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /v1/chat/completions,135,0,3300.0,3270.8125177775423,2136.286299999483,5023.136499999964,298.0,0.7556936113324606,0.0,3300,3300,3300,3300,3300,3300,3400,3700,5000,5000,5000
,Aggregated,135,0,3300.0,3270.8125177775423,2136.286299999483,5023.136499999964,298.0,0.7556936113324606,0.0,3300,3300,3300,3300,3300,3300,3400,3700,5000,5000,5000
