Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /v1/models (startup check),2,0,143.4160000007978,154.27980000094976,143.4160000007978,165.14360000110173,243.0,0.07301220191956648,0.0,170,170,170,170,170,170,170,170,170,170,170
POST,POST /v1/chat/completions,16,0,1500.0,1508.7209124998253,1449.32659999904,1593.9534999997704,298.0,0.5840976153565318,0.0,1500,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600
,Aggregated,18,0,1500.0,1358.227455555506,143.4160000007978,1593.9534999997704,291.8888888888889,0.6571098172760983,0.0,1500,1500,1500,1500,1500,1600,1600,1600,1600,1600,1600
